YEAR,WEEK,MICHIGAN
1954,19,-
1954,20,-
1954,21,-
1954,22,-
1954,23,-
1954,24,-
1954,25,-
1954,26,-
1954,27,-
1954,28,-
1954,29,-
1954,30,-
1954,31,-
1954,32,-
1954,33,-
1954,34,-
1954,35,-
1954,36,-
1954,37,-
1954,38,-
1954,39,-
1954,40,-
1954,41,-
1954,42,-
1954,43,-
1954,44,-
1954,45,-
1954,46,-
1954,47,-
1954,48,-
1954,49,-
1954,50,-
1954,51,-
1954,52,-
1955,1,-
1955,2,-
1955,3,-
1955,4,-
1955,5,-
1955,6,-
1955,7,-
1955,8,-
1955,9,-
1955,10,-
1955,11,-
1955,12,-
1955,13,-
1955,14,-
1955,15,-
1955,16,-
1955,17,-
1955,18,-
1955,19,-
1955,20,-
1955,21,-
1955,22,-
1955,23,-
1955,24,-
1955,25,-
1955,26,-
1955,27,-
1955,28,-
1955,29,-
1955,30,-
1955,31,-
1955,32,-
1955,33,-
1955,34,-
1955,35,-
1955,36,-
1955,37,-
1955,38,-
1955,39,-
1955,40,-
1955,41,-
1955,42,-
1955,43,-
1955,44,-
1955,45,-
1955,46,-
1955,47,-
1955,48,-
1955,49,-
1955,50,-
1955,51,-
1955,52,-
1956,1,-
1956,2,-
1956,3,-
1956,4,-
1956,5,-
1956,6,-
1956,7,-
1956,8,-
1956,9,-
1956,10,-
1956,11,-
1956,12,-
1956,13,-
1956,14,-
1956,15,-
1956,16,-
1956,17,-
1956,18,-
1956,19,-
1956,20,-
1956,21,-
1956,22,-
1956,23,-
1956,24,-
1956,25,-
1956,26,-
1956,27,-
1956,28,-
1956,29,-
1956,30,-
1956,31,-
1956,32,-
1956,33,-
1956,34,-
1956,35,-
1956,36,-
1956,37,-
1956,38,-
1956,39,-
1956,40,-
1956,41,-
1956,42,-
1956,43,-
1956,44,-
1956,45,-
1956,46,-
1956,47,-
1956,48,-
1956,49,-
1956,50,-
1956,51,-
1956,52,-
1957,1,-
1957,2,-
1957,3,-
1957,4,-
1957,5,-
1957,6,-
1957,7,-
1957,8,-
1957,9,-
1957,10,-
1957,11,-
1957,12,-
1957,13,-
1957,14,-
1957,15,-
1957,16,-
1957,17,-
1957,18,-
1957,19,-
1957,20,-
1957,21,-
1957,22,-
1957,23,-
1957,24,-
1957,25,-
1957,26,-
1957,27,-
1957,28,-
1957,29,-
1957,30,-
1957,31,-
1957,32,-
1957,33,-
1957,34,-
1957,35,-
1957,36,-
1957,37,-
1957,38,-
1957,39,-
1957,40,-
1957,41,-
1957,42,-
1957,43,-
1957,44,-
1957,45,-
1957,46,-
1957,47,-
1957,48,-
1957,49,-
1957,50,-
1957,51,-
1957,52,-
1958,1,-
1958,2,-
1958,3,-
1958,4,-
1958,5,-
1958,6,-
1958,7,-
1958,8,-
1958,9,-
1958,10,-
1958,11,-
1958,12,-
1958,13,-
1958,14,-
1958,15,-
1958,16,-
1958,17,-
1958,18,-
1958,19,-
1958,20,-
1958,21,-
1958,22,-
1958,23,-
1958,24,-
1958,25,-
1958,26,-
1958,27,-
1958,28,-
1958,29,-
1958,30,-
1958,31,-
1958,32,-
1958,33,-
1958,34,-
1958,35,-
1958,36,-
1958,37,-
1958,38,-
1958,39,-
1958,40,-
1958,41,-
1958,42,-
1958,43,-
1958,44,-
1958,45,-
1958,46,-
1958,47,-
1958,48,-
1958,49,-
1958,50,-
1958,51,-
1958,52,-
1959,1,-
1959,2,-
1959,3,-
1959,4,-
1959,5,-
1959,6,-
1959,7,-
1959,8,-
1959,9,-
1959,10,-
1959,11,-
1959,12,-
1959,13,-
1959,14,-
1959,15,-
1959,16,-
1959,17,-
1959,18,-
1959,19,-
1959,20,-
1959,21,-
1959,22,-
1959,23,-
1959,24,-
1959,25,-
1959,26,-
1959,27,-
1959,28,-
1959,29,-
1959,30,-
1959,31,-
1959,32,-
1959,33,-
1959,34,-
1959,35,-
1959,36,-
1959,37,-
1959,38,-
1959,39,-
1959,40,-
1959,41,-
1959,42,-
1959,43,-
1959,44,-
1959,45,-
1959,46,-
1959,47,-
1959,48,-
1959,49,-
1959,50,-
1959,51,-
1959,52,-
1960,1,-
1960,2,-
1960,3,-
1960,4,-
1960,5,-
1960,6,-
1960,7,-
1960,8,-
1960,9,-
1960,10,-
1960,11,-
1960,12,-
1960,13,-
1960,14,-
1960,15,-
1960,16,-
1960,17,-
1960,18,-
1960,19,-
1960,20,-
1960,21,-
1960,22,-
1960,23,-
1960,24,-
1960,25,-
1960,26,-
1960,27,-
1960,28,-
1960,29,-
1960,30,-
1960,31,-
1960,32,-
1960,33,-
1960,34,-
1960,35,-
1960,36,-
1960,37,-
1960,38,-
1960,39,-
1960,40,-
1960,41,-
1960,42,-
1960,43,-
1960,44,-
1960,45,-
1960,46,-
1960,47,-
1960,48,-
1960,49,-
1960,50,-
1960,51,-
1960,52,-
1961,1,-
1961,2,-
1961,3,-
1961,4,-
1961,5,-
1961,6,-
1961,7,-
1961,8,-
1961,9,-
1961,10,-
1961,11,-
1961,12,-
1961,13,-
1961,14,-
1961,15,-
1961,16,-
1961,17,-
1961,18,-
1961,19,-
1961,20,-
1961,21,-
1961,22,-
1961,23,-
1961,24,-
1961,25,-
1961,26,-
1961,27,-
1961,28,-
1961,29,-
1961,30,-
1961,31,-
1961,32,-
1961,33,-
1961,34,-
1961,35,-
1961,36,-
1961,37,-
1961,38,-
1961,39,-
1961,40,-
1961,41,-
1961,42,-
1961,43,-
1961,44,-
1961,45,-
1961,46,-
1961,47,-
1961,48,-
1961,49,-
1961,50,-
1961,51,-
1961,52,-
1962,1,-
1962,2,-
1962,3,-
1962,4,-
1962,5,-
1962,6,-
1962,7,-
1962,8,-
1962,9,-
1962,10,-
1962,11,-
1962,12,-
1962,13,-
1962,14,-
1962,15,-
1962,16,-
1962,17,-
1962,18,-
1962,19,-
1962,20,-
1962,21,-
1962,22,-
1962,23,-
1962,24,-
1962,25,-
1962,26,-
1962,27,-
1962,28,-
1962,29,-
1962,30,-
1962,31,-
1962,32,-
1962,33,-
1962,34,-
1962,35,-
1962,36,-
1962,37,-
1962,38,-
1962,39,-
1962,40,-
1962,41,-
1962,42,-
1962,43,-
1962,44,-
1962,45,-
1962,46,-
1962,47,-
1962,48,-
1962,49,-
1962,50,-
1962,51,-
1962,52,-
1963,1,-
1963,2,-
1963,3,-
1963,4,-
1963,5,-
1963,6,-
1963,7,-
1963,8,-
1963,9,-
1963,10,-
1963,11,-
1963,12,-
1963,13,-
1963,14,-
1963,15,-
1963,16,-
1963,17,-
1963,18,-
1963,19,-
1963,20,-
1963,21,-
1963,22,-
1963,23,-
1963,24,-
1963,25,-
1963,26,-
1963,27,-
1963,28,-
1963,29,-
1963,30,-
1963,31,-
1963,32,-
1963,33,-
1963,34,-
1963,35,-
1963,36,-
1963,37,-
1963,38,-
1963,39,-
1963,40,-
1963,41,-
1963,42,-
1963,43,-
1963,44,-
1963,45,-
1963,46,-
1963,47,-
1963,48,-
1963,49,-
1963,50,-
1963,51,-
1963,52,-
1964,1,-
1964,2,-
1964,3,-
1964,4,-
1964,5,-
1964,6,-
1964,7,-
1964,8,-
1964,9,-
1964,10,-
1964,11,-
1964,12,-
1964,13,-
1964,14,-
1964,15,-
1964,16,-
1964,17,-
1964,18,-
1964,19,-
1964,20,-
1964,21,-
1964,22,-
1964,23,-
1964,24,-
1964,25,-
1964,26,-
1964,27,-
1964,28,-
1964,29,-
1964,30,-
1964,31,-
1964,32,-
1964,33,-
1964,34,-
1964,35,-
1964,36,-
1964,37,-
1964,38,-
1964,39,-
1964,40,-
1964,41,-
1964,42,-
1964,43,-
1964,44,-
1964,45,-
1964,46,-
1964,47,-
1964,48,-
1964,49,-
1964,50,-
1964,51,-
1964,52,-
1965,1,-
1965,2,-
1965,3,-
1965,4,-
1965,5,-
1965,6,-
1965,7,-
1965,8,-
1965,9,-
1965,10,-
1965,11,-
1965,12,-
1965,13,-
1965,14,-
1965,15,-
1965,16,-
1965,17,-
1965,18,-
1965,19,-
1965,20,-
1965,21,-
1965,22,-
1965,23,-
1965,24,-
1965,25,-
1965,26,-
1965,27,-
1965,28,-
1965,29,-
1965,30,-
1965,31,-
1965,32,-
1965,33,-
1965,34,-
1965,35,-
1965,36,-
1965,37,-
1965,38,-
1965,39,-
1965,40,-
1965,41,-
1965,42,-
1965,43,-
1965,44,-
1965,45,-
1965,46,-
1965,47,-
1965,48,-
1965,49,-
1965,50,-
1965,51,-
1965,52,-
1966,1,-
1966,2,-
1966,3,-
1966,4,-
1966,5,-
1966,6,-
1966,7,-
1966,8,-
1966,9,-
1966,10,-
1966,11,-
1966,12,-
1966,13,-
1966,14,-
1966,15,-
1966,16,-
1966,17,-
1966,18,-
1966,19,-
1966,20,-
1966,21,-
1966,22,-
1966,23,-
1966,24,-
1966,25,-
1966,26,-
1966,27,-
1966,28,-
1966,29,-
1966,30,-
1966,31,-
1966,32,-
1966,33,-
1966,34,-
1966,35,-
1966,36,-
1966,37,-
1966,38,-
1966,39,-
1966,40,-
1966,41,-
1966,42,-
1966,43,-
1966,44,-
1966,45,-
1966,46,-
1966,47,-
1966,48,-
1966,49,-
1966,50,-
1966,51,-
1966,52,-
1967,1,-
1967,2,-
1967,3,-
1967,4,-
1967,5,-
1967,6,-
1967,7,-
1967,8,-
1967,9,-
1967,10,-
1967,11,-
1967,12,-
1967,13,-
1967,14,-
1967,15,-
1967,16,-
1967,17,-
1967,18,-
1967,19,-
1967,20,-
1967,21,-
1967,22,-
1967,23,-
1967,24,-
1967,25,-
1967,26,-
1967,27,-
1967,28,-
1967,29,-
1967,30,-
1967,31,-
1967,32,-
1967,33,-
1967,34,-
1967,35,-
1967,36,-
1967,37,-
1967,38,-
1967,39,-
1967,40,-
1967,41,-
1967,42,-
1967,43,-
1967,44,-
1967,45,-
1967,46,-
1967,47,-
1967,48,-
1967,49,-
1967,50,-
1967,51,-
1967,52,-
1968,1,176
1968,2,693
1968,3,610
1968,4,375
1968,5,496
1968,6,689
1968,7,424
1968,8,673
1968,9,772
1968,10,553
1968,11,547
1968,12,715
1968,13,514
1968,14,598
1968,15,683
1968,16,464
1968,17,334
1968,18,508
1968,19,706
1968,20,404
1968,21,443
1968,22,371
1968,23,303
1968,24,343
1968,25,-
1968,26,118
1968,27,49
1968,28,49
1968,29,25
1968,30,32
1968,31,39
1968,32,20
1968,33,49
1968,34,24
1968,35,15
1968,36,13
1968,37,35
1968,38,30
1968,39,55
1968,40,33
1968,41,44
1968,42,51
1968,43,71
1968,44,95
1968,45,126
1968,46,163
1968,47,195
1968,48,77
1968,49,85
1968,50,200
1968,51,153
1968,52,74
1969,1,37
1969,2,94
1969,3,94
1969,4,77
1969,5,98
1969,6,161
1969,7,125
1969,8,188
1969,9,138
1969,10,171
1969,11,-
1969,12,134
1969,13,184
1969,14,237
1969,15,206
1969,16,114
1969,17,119
1969,18,172
1969,19,241
1969,20,120
1969,21,151
1969,22,107
1969,23,116
1969,24,174
1969,25,114
1969,26,93
1969,27,32
1969,28,58
1969,29,40
1969,30,19
1969,31,28
1969,32,40
1969,33,38
1969,34,21
1969,35,28
1969,36,21
1969,37,12
1969,38,17
1969,39,30
1969,40,20
1969,41,65
1969,42,51
1969,43,50
1969,44,72
1969,45,95
1969,46,87
1969,47,193
1969,48,81
1969,49,116
1969,50,117
1969,51,137
1969,52,87
1970,1,87
1970,2,159
1970,3,121
1970,4,135
1970,5,151
1970,6,191
1970,7,135
1970,8,160
1970,9,181
1970,10,212
1970,11,172
1970,12,158
1970,13,164
1970,14,165
1970,15,163
1970,16,263
1970,17,177
1970,18,187
1970,19,232
1970,20,198
1970,21,115
1970,22,187
1970,23,354
1970,24,240
1970,25,146
1970,26,54
1970,27,114
1970,28,42
1970,29,51
1970,30,39
1970,31,22
1970,32,75
1970,33,27
1970,34,28
1970,35,19
1970,36,41
1970,37,5
1970,38,34
1970,39,45
1970,40,48
1970,41,101
1970,42,95
1970,43,154
1970,44,-
1970,45,221
1970,46,268
1970,47,305
1970,48,290
1970,49,402
1970,50,135
1970,51,389
1970,52,215
1971,1,110
1971,2,408
1971,3,313
1971,4,259
1971,5,284
1971,6,486
1971,7,371
1971,8,-
1971,9,578
1971,10,454
1971,11,324
1971,12,606
1971,13,495
1971,14,439
1971,15,44
1971,16,224
1971,17,373
1971,18,262
1971,19,391
1971,20,526
1971,21,316
1971,22,343
1971,23,362
1971,24,377
1971,25,135
1971,26,133
1971,27,33
1971,28,35
1971,29,64
1971,30,28
1971,31,22
1971,32,35
1971,33,16
1971,34,16
1971,35,15
1971,36,37
1971,37,26
1971,38,39
1971,39,24
1971,40,35
1971,41,48
1971,42,56
1971,43,38
1971,44,109
1971,45,100
1971,46,97
1971,47,69
1971,48,96
1971,49,167
1971,50,148
1971,51,127
1971,52,86
1972,1,12
1972,2,-
1972,3,111
1972,4,98
1972,5,75
1972,6,109
1972,7,77
1972,8,88
1972,9,133
1972,10,102
1972,11,177
1972,12,88
1972,13,108
1972,14,88
1972,15,97
1972,16,86
1972,17,154
1972,18,138
1972,19,115
1972,20,74
1972,21,68
1972,22,102
1972,23,99
1972,24,66
1972,25,44
1972,26,55
1972,27,16
1972,28,11
1972,29,64
1972,30,42
1972,31,6
1972,32,35
1972,33,4
1972,34,-
1972,35,14
1972,36,5
1972,37,16
1972,38,11
1972,39,15
1972,40,18
1972,41,44
1972,42,33
1972,43,51
1972,44,47
1972,45,65
1972,46,94
1972,47,56
1972,48,110
1972,49,132
1972,50,76
1972,51,188
1972,52,75
1973,1,71
1973,2,45
1973,3,385
1973,4,125
1973,5,144
1973,6,120
1973,7,118
1973,8,96
1973,9,157
1973,10,125
1973,11,107
1973,12,128
1973,13,190
1973,14,125
1973,15,227
1973,16,193
1973,17,248
1973,18,132
1973,19,187
1973,20,174
1973,21,166
1973,22,55
1973,23,154
1973,24,118
1973,25,91
1973,26,70
1973,27,21
1973,28,27
1973,29,23
1973,30,13
1973,31,19
1973,32,18
1973,33,11
1973,34,3
1973,35,7
1973,36,8
1973,37,20
1973,38,-
1973,39,19
1973,40,24
1973,41,23
1973,42,62
1973,43,46
1973,44,62
1973,45,109
1973,46,74
1973,47,132
1973,48,91
1973,49,109
1973,50,51
1973,51,160
1973,52,147
1974,1,47
1974,2,287
1974,3,155
1974,4,208
1974,5,223
1974,6,264
1974,7,159
1974,8,178
1974,9,287
1974,10,266
1974,11,191
1974,12,216
1974,13,183
1974,14,223
1974,15,193
1974,16,200
1974,17,176
1974,18,145
1974,19,191
1974,20,172
1974,21,142
1974,22,165
1974,23,-
1974,24,235
1974,25,233
1974,26,205
1974,27,78
1974,28,37
1974,29,21
1974,30,23
1974,31,15
1974,32,7
1974,33,42
1974,34,20
1974,35,4
1974,36,9
1974,37,13
1974,38,-
1974,39,25
1974,40,50
1974,41,55
1974,42,36
1974,43,104
1974,44,57
1974,45,108
1974,46,123
1974,47,161
1974,48,119
1974,49,348
1974,50,342
1974,51,160
1974,52,106
1975,1,253
1975,2,82
1975,3,278
1975,4,272
1975,5,380
1975,6,424
1975,7,337
1975,8,280
1975,9,306
1975,10,269
1975,11,585
1975,12,343
1975,13,233
1975,14,415
1975,15,183
1975,16,502
1975,17,327
1975,18,320
1975,19,243
1975,20,304
1975,21,295
1975,22,297
1975,23,153
1975,24,291
1975,25,237
1975,26,161
1975,27,50
1975,28,54
1975,29,8
1975,30,19
1975,31,17
1975,32,20
1975,33,7
1975,34,24
1975,35,23
1975,36,8
1975,37,45
1975,38,13
1975,39,28
1975,40,38
1975,41,26
1975,42,83
1975,43,72
1975,44,102
1975,45,78
1975,46,174
1975,47,166
1975,48,138
1975,49,204
1975,50,137
1975,51,229
1975,52,334
1976,1,44
1976,2,78
1976,3,284
1976,4,191
1976,5,220
1976,6,221
1976,7,159
1976,8,189
1976,9,347
1976,10,340
1976,11,183
1976,12,217
1976,13,280
1976,14,309
1976,15,218
1976,16,188
1976,17,240
1976,18,98
1976,19,129
1976,20,116
1976,21,116
1976,22,183
1976,23,125
1976,24,95
1976,25,91
1976,26,62
1976,27,29
1976,28,22
1976,29,11
1976,30,6
1976,31,15
1976,32,7
1976,33,5
1976,34,7
1976,35,3
1976,36,0
1976,37,6
1976,38,6
1976,39,5
1976,40,11
1976,41,22
1976,42,21
1976,43,44
1976,44,63
1976,45,25
1976,46,100
1976,47,24
1976,48,79
1976,49,25
1976,50,134
1976,51,52
1976,52,62
1977,1,-
1977,2,21
1977,3,45
1977,4,81
1977,5,102
1977,6,88
1977,7,44
1977,8,70
1977,9,74
1977,10,88
1977,11,88
1977,12,68
1977,13,72
1977,14,116
1977,15,67
1977,16,65
1977,17,29
1977,18,83
1977,19,74
1977,20,55
1977,21,51
1977,22,42
1977,23,67
1977,24,73
1977,25,73
1977,26,79
1977,27,9
1977,28,4
1977,29,6
1977,30,14
1977,31,2
1977,32,2
1977,33,2
1977,34,1
1977,35,14
1977,36,3
1977,37,1
1977,38,1
1977,39,25
1977,40,27
1977,41,10
1977,42,39
1977,43,43
1977,44,34
1977,45,22
1977,46,61
1977,47,49
1977,48,56
1977,49,30
1977,50,39
1977,51,63
1977,52,32
1978,1,9
1978,2,39
1978,3,49
1978,4,71
1978,5,52
1978,6,44
1978,7,48
1978,8,71
1978,9,24
1978,10,53
1978,11,33
1978,12,88
1978,13,23
1978,14,60
1978,15,44
1978,16,38
1978,17,56
1978,18,17
1978,19,29
1978,20,75
1978,21,102
1978,22,58
1978,23,52
1978,24,31
1978,25,40
1978,26,32
1978,27,63
1978,28,12
1978,29,7
1978,30,11
1978,31,5
1978,32,1
1978,33,4
1978,34,3
1978,35,3
1978,36,1
1978,37,4
1978,38,4
1978,39,15
1978,40,14
1978,41,9
1978,42,23
1978,43,14
1978,44,16
1978,45,24
1978,46,5
1978,47,11
1978,48,36
1978,49,32
1978,50,24
1978,51,26
1978,52,23
1979,1,6
1979,2,7
1979,3,17
1979,4,26
1979,5,53
1979,6,14
1979,7,14
1979,8,28
1979,9,23
1979,10,39
1979,11,51
1979,12,112
1979,13,16
1979,14,69
1979,15,37
1979,16,66
1979,17,46
1979,18,11
1979,19,19
1979,20,70
1979,21,37
1979,22,39
1979,23,19
1979,24,13
1979,25,27
1979,26,6
1979,27,8
1979,28,6
1979,29,1
1979,30,0
1979,31,3
1979,32,5
1979,33,1
1979,34,3
1979,35,0
1979,36,0
1979,37,1
1979,38,1
1979,39,4
1979,40,4
1979,41,8
1979,42,11
1979,43,16
1979,44,7
1979,45,13
1979,46,5
1979,47,19
1979,48,12
1979,49,15
1979,50,28
1979,51,29
1979,52,11
1980,1,9
1980,2,43
1980,3,10
1980,4,27
1980,5,12
1980,6,35
1980,7,21
1980,8,6
1980,9,28
1980,10,105
1980,11,27
1980,12,36
1980,13,29
1980,14,111
1980,15,29
1980,16,16
1980,17,46
1980,18,23
1980,19,21
1980,20,16
1980,21,23
1980,22,11
1980,23,30
1980,24,34
1980,25,4
1980,26,10
1980,27,1
1980,28,22
1980,29,1
1980,30,3
1980,31,1
1980,32,2
1980,33,1
1980,34,1
1980,35,0
1980,36,0
1980,37,3
1980,38,4
1980,39,5
1980,40,11
1980,41,15
1980,42,5
1980,43,16
1980,44,7
1980,45,14
1980,46,9
1980,47,21
1980,48,21
1980,49,24
1980,50,20
1980,51,28
1980,52,-
1981,1,4
1981,2,11
1981,3,10
1981,4,14
1981,5,13
1981,6,15
1981,7,12
1981,8,16
1981,9,12
1981,10,18
1981,11,23
1981,12,14
1981,13,5
1981,14,11
1981,15,16
1981,16,8
1981,17,14
1981,18,12
1981,19,10
1981,20,8
1981,21,8
1981,22,12
1981,23,8
1981,24,13
1981,25,-
1981,26,1
1981,27,3
1981,28,2
1981,29,1
1981,30,2
1981,31,0
1981,32,0
1981,33,0
1981,34,1
1981,35,1
1981,36,0
1981,37,0
1981,38,-
1981,39,4
1981,40,1
1981,41,12
1981,42,8
1981,43,7
1981,44,9
1981,45,4
1981,46,0
1981,47,8
1981,48,9
1981,49,10
1981,50,14
1981,51,-
1981,52,10
1982,1,5
1982,2,10
1982,3,5
1982,4,16
1982,5,8
1982,6,4
1982,7,4
1982,8,10
1982,9,9
1982,10,30
1982,11,16
1982,12,19
1982,13,11
1982,14,34
1982,15,10
1982,16,3
1982,17,5
1982,18,15
1982,19,16
1982,20,8
1982,21,9
1982,22,5
1982,23,13
1982,24,2
1982,25,8
1982,26,4
1982,27,1
1982,28,5
1982,29,2
1982,30,3
1982,31,4
1982,32,0
1982,33,0
1982,34,0
1982,35,0
1982,36,2
1982,37,0
1982,38,2
1982,39,5
1982,40,5
1982,41,6
1982,42,9
1982,43,7
1982,44,8
1982,45,12
1982,46,11
1982,47,10
1982,48,5
1982,49,6
1982,50,9
1982,51,10
1982,52,0
1983,1,-
1983,2,9
1983,3,8
1983,4,11
1983,5,16
1983,6,7
1983,7,8
1983,8,12
1983,9,13
1983,10,9
1983,11,0
1983,12,12
1983,13,15
1983,14,8
1983,15,9
1983,16,1
1983,17,14
1983,18,62
1983,19,32
1983,20,13
1983,21,3
1983,22,8
1983,23,14
1983,24,5
1983,25,9
1983,26,4
1983,27,9
1983,28,3
1983,29,80
1983,30,1
1983,31,0
1983,32,0
1983,33,2
1983,34,0
1983,35,1
1983,36,0
1983,37,2
1983,38,2
1983,39,5
1983,40,4
1983,41,7
1983,42,5
1983,43,5
1983,44,10
1983,45,13
1983,46,3
1983,47,-
1983,48,12
1983,49,7
1983,50,4
1983,51,12
1983,52,9
1984,1,7
1984,2,2
1984,3,1
1984,4,9
1984,5,3
1984,6,8
1984,7,6
1984,8,16
1984,9,14
1984,10,8
1984,11,14
1984,12,2
1984,13,11
1984,14,4
1984,15,1
1984,16,7
1984,17,8
1984,18,5
1984,19,1
1984,20,7
1984,21,6
1984,22,4
1984,23,5
1984,24,2
1984,25,0
1984,26,1
1984,27,0
1984,28,0
1984,29,1
1984,30,1
1984,31,1
1984,32,0
1984,33,1
1984,34,1
1984,35,0
1984,36,0
1984,37,3
1984,38,1
1984,39,0
1984,40,2
1984,41,4
1984,42,4
1984,43,3
1984,44,2
1984,45,6
1984,46,3
1984,47,0
1984,48,2
1984,49,2
1984,50,7
1984,51,3
1984,52,7
1985,1,2
1985,2,1
1985,3,1
1985,4,4
1985,5,5
1985,6,5
1985,7,41
1985,8,63
1985,9,16
1985,10,24
1985,11,19
1985,12,3
1985,13,16
1985,14,9
1985,15,15
1985,16,2
1985,17,16
1985,18,8
1985,19,1
1985,20,0
1985,21,7
1985,22,2
1985,23,9
1985,24,5
1985,25,2
1985,26,4
1985,27,2
1985,28,2
1985,29,1
1985,30,1
1985,31,1
1985,32,0
1985,33,1
1985,34,3
1985,35,2
1985,36,1
1985,37,0
1985,38,-
1985,39,-
1985,40,3
1985,41,6
1985,42,2
1985,43,5
1985,44,2
1985,45,2
1985,46,0
1985,47,0
1985,48,3
1985,49,3
1985,50,8
1985,51,0
1985,52,6
1986,1,-
1986,2,3
1986,3,3
1986,4,8
1986,5,6
1986,6,4
1986,7,3
1986,8,2
1986,9,1
1986,10,2
1986,11,5
1986,12,1
1986,13,11
1986,14,11
1986,15,4
1986,16,10
1986,17,16
1986,18,10
1986,19,13
1986,20,14
1986,21,0
1986,22,9
1986,23,7
1986,24,31
1986,25,13
1986,26,0
1986,27,20
1986,28,11
1986,29,2
1986,30,6
1986,31,0
1986,32,7
1986,33,3
1986,34,0
1986,35,1
1986,36,2
1986,37,2
1986,38,3
1986,39,11
1986,40,2
1986,41,6
1986,42,0
1986,43,12
1986,44,21
1986,45,9
1986,46,13
1986,47,8
1986,48,1
1986,49,52
1986,50,45
1986,51,-
1986,52,26
1987,1,7
1987,2,38
1987,3,11
1987,4,32
1987,5,24
1987,6,32
1987,7,55
1987,8,70
1987,9,10
1987,10,67
1987,11,9
1987,12,13
1987,13,12
1987,14,50
1987,15,19
1987,16,8
1987,17,24
1987,18,51
1987,19,38
1987,20,16
1987,21,5
1987,22,104
1987,23,15
1987,24,61
1987,25,5
1987,26,29
1987,27,5
1987,28,7
1987,29,30
1987,30,2
1987,31,4
1987,32,1
1987,33,7
1987,34,22
1987,35,1
1987,36,7
1987,37,2
1987,38,13
1987,39,12
1987,40,11
1987,41,12
1987,42,13
1987,43,15
1987,44,24
1987,45,23
1987,46,19
1987,47,11
1987,48,23
1987,49,19
1987,50,21
1987,51,14
1987,52,1
1988,1,11
1988,2,12
1988,3,9
1988,4,5
1988,5,7
1988,6,11
1988,7,6
1988,8,16
1988,9,3
1988,10,5
1988,11,6
1988,12,8
1988,13,16
1988,14,6
1988,15,3
1988,16,0
1988,17,7
1988,18,4
1988,19,6
1988,20,8
1988,21,4
1988,22,0
1988,23,2
1988,24,9
1988,25,4
1988,26,1
1988,27,0
1988,28,3
1988,29,3
1988,30,0
1988,31,0
1988,32,0
1988,33,1
1988,34,0
1988,35,0
1988,36,1
1988,37,2
1988,38,0
1988,39,6
1988,40,3
1988,41,1
1988,42,3
1988,43,12
1988,44,4
1988,45,0
1988,46,4
1988,47,5
1988,48,4
1988,49,5
1988,50,1
1988,51,3
1988,52,1
1989,1,-
1989,2,6
1989,3,7
1989,4,4
1989,5,3
1989,6,4
1989,7,6
1989,8,4
1989,9,0
1989,10,3
1989,11,1
1989,12,6
1989,13,3
1989,14,3
1989,15,6
1989,16,3
1989,17,7
1989,18,2
1989,19,2
1989,20,6
1989,21,6
1989,22,2
1989,23,5
1989,24,6
1989,25,3
1989,26,4
1989,27,2
1989,28,1
1989,29,2
1989,30,1
1989,31,1
1989,32,0
1989,33,0
1989,34,0
1989,35,0
1989,36,1
1989,37,2
1989,38,1
1989,39,2
1989,40,1
1989,41,2
1989,42,2
1989,43,4
1989,44,6
1989,45,7
1989,46,5
1989,47,5
1989,48,4
1989,49,6
1989,50,4
1989,51,3
1989,52,0
1990,1,3
1990,2,3
1990,3,2
1990,4,7
1990,5,5
1990,6,0
1990,7,1
1990,8,5
1990,9,2
1990,10,1
1990,11,11
1990,12,9
1990,13,6
1990,14,3
1990,15,2
1990,16,2
1990,17,4
1990,18,8
1990,19,6
1990,20,-
1990,21,5
1990,22,4
1990,23,5
1990,24,5
1990,25,5
1990,26,0
1990,27,0
1990,28,4
1990,29,5
1990,30,1
1990,31,2
1990,32,0
1990,33,2
1990,34,1
1990,35,1
1990,36,1
1990,37,0
1990,38,4
1990,39,0
1990,40,3
1990,41,-
1990,42,2
1990,43,3
1990,44,0
1990,45,3
1990,46,4
1990,47,6
1990,48,5
1990,49,3
1990,50,1
1990,51,5
1990,52,0
1991,1,-
1991,2,6
1991,3,2
1991,4,1
1991,5,1
1991,6,3
1991,7,3
1991,8,0
1991,9,0
1991,10,2
1991,11,3
1991,12,5
1991,13,-
1991,14,3
1991,15,1
1991,16,7
1991,17,4
1991,18,1
1991,19,2
1991,20,5
1991,21,0
1991,22,5
1991,23,4
1991,24,3
1991,25,2
1991,26,1
1991,27,1
1991,28,2
1991,29,1
1991,30,0
1991,31,1
1991,32,0
1991,33,0
1991,34,2
1991,35,0
1991,36,0
1991,37,2
1991,38,1
1991,39,0
1991,40,3
1991,41,1
1991,42,2
1991,43,5
1991,44,1
1991,45,0
1991,46,4
1991,47,1
1991,48,0
1991,49,2
1991,50,3
1991,51,-
1991,52,2
1992,1,-
1992,2,2
1992,3,0
1992,4,0
1992,5,3
1992,6,3
1992,7,5
1992,8,1
1992,9,-
1992,10,-
1992,11,1
1992,12,2
1992,13,7
1992,14,2
1992,15,1
1992,16,0
1992,17,1
1992,18,4
1992,19,-
1992,20,3
1992,21,2
1992,22,4
1992,23,2
1992,24,3
1992,25,3
1992,26,1
1992,27,1
1992,28,1
1992,29,0
1992,30,0
1992,31,1
1992,32,0
1992,33,0
1992,34,0
1992,35,3
1992,36,0
1992,37,0
1992,38,1
1992,39,2
