# Downloaded from http://gis.cdc.gov/grasp/fluview/fluportaldashboard.html
# On 2/19/2016
# PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION_TYPE,REGION,YEAR,WEEK,PERCENT_WEIGHTED_ILI,PERCENT_UNWEIGHTED_ILI,AGE_0-4,AGE_25-49,AGE_25-64,AGE_5-24,AGE_50-64,AGE_65,ILITOTAL,NUM_OF_PROVIDERS,TOTAL_PATIENTS
National,X,2010,50,2.3371,2.55659,6300,2847,X,7194,1031,650,18022,1916,704923
National,X,2010,51,3.03533,3.38185,7295,3433,X,7071,1262,838,19899,1840,588406
National,X,2010,52,3.136,3.43172,7478,4455,X,5764,1581,1068,20346,1887,592880
National,X,2011,1,2.53336,2.69151,6584,4455,X,6342,1586,1059,20026,1923,744043
National,X,2011,2,2.91288,2.91063,6238,4220,X,7773,1537,953,20721,1921,711908
National,X,2011,3,3.44497,3.49232,7247,5095,X,11243,1734,938,26257,1964,751850
National,X,2011,4,4.16185,4.0037,8007,5952,X,15291,1794,931,31975,1947,798637
National,X,2011,5,4.55159,4.43534,8195,6536,X,16366,1990,1197,34284,1970,772974
National,X,2011,6,4.46504,4.24215,8036,6812,X,16516,1996,1096,34456,1961,812230
National,X,2011,7,4.55124,4.39719,8172,7257,X,17493,2352,1293,36567,1910,831600
National,X,2011,8,4.0822,3.90256,7839,6425,X,13718,2028,1267,31277,1908,801449
National,X,2011,9,3.38812,3.15073,6376,4869,X,10496,1740,1146,24627,1860,781629
National,X,2011,10,2.99142,2.72422,5691,3939,X,8427,1421,899,20377,1829,747993
National,X,2011,11,2.61542,2.33336,5363,3265,X,6702,1175,804,17309,1823,741807
National,X,2011,12,2.09065,1.925,4400,2551,X,5489,978,613,14031,1790,728883
National,X,2011,13,1.86146,1.75243,4189,2244,X,5025,877,622,12957,1770,739375
National,X,2011,14,1.61377,1.57704,3701,1985,X,4557,747,508,11498,1723,729089
National,X,2011,15,1.42199,1.35766,3164,1574,X,3562,641,450,9391,1681,691707
National,X,2011,16,1.3382,1.31223,3139,1505,X,3064,559,428,8695,1651,662612
National,X,2011,17,1.19995,1.14937,2895,1324,X,2673,555,383,7830,1612,681240
National,X,2011,18,1.14889,1.11451,2532,1305,X,2553,524,393,7307,1585,655627
National,X,2011,19,1.12194,1.10984,2551,1254,X,2595,485,351,7236,1556,651983
National,X,2011,20,1.06712,1.0524,2353,1131,X,2280,461,305,6530,1516,620485
National,X,2011,21,1.05058,1.03536,2213,1045,X,2110,405,299,6072,1381,586460
National,X,2011,22,1.15203,1.11777,2249,1013,X,1980,397,307,5946,1357,531954
National,X,2011,23,0.970975,0.982949,2040,1037,X,1760,432,278,5547,1296,564322
National,X,2011,24,0.894683,0.925194,1812,911,X,1599,405,262,4989,1279,539238
National,X,2011,25,0.843568,0.835531,1604,870,X,1422,308,244,4448,1251,532356
National,X,2011,26,0.815409,0.832393,1472,750,X,1462,324,210,4218,1225,506732
National,X,2011,27,0.823052,0.855591,1423,823,X,1269,270,224,4009,1211,468565
National,X,2011,28,0.674635,0.706949,1255,756,X,1206,316,188,3721,1220,526346
National,X,2011,29,0.631883,0.694387,1243,733,X,1184,259,178,3597,1203,518011
National,X,2011,30,0.641513,0.687976,1251,667,X,1188,263,169,3538,1179,514262
National,X,2011,31,0.529813,0.644743,1088,635,X,1125,203,151,3202,1175,496632
National,X,2011,32,0.644089,0.67533,1207,704,X,1223,231,158,3523,1175,521671
National,X,2011,33,0.667718,0.72823,1342,767,X,1358,241,166,3874,1191,531975
National,X,2011,34,0.705668,0.806526,1505,814,X,1600,305,220,4444,1195,551005
National,X,2011,35,0.804155,0.860408,1528,887,X,1781,308,213,4717,1200,548228
National,X,2011,36,0.907804,0.936075,1622,904,X,1809,293,185,4813,1184,514168
National,X,2011,37,1.00555,0.966683,1788,1022,X,2206,346,205,5567,1196,575887
National,X,2011,38,1.03601,0.996007,1816,1126,X,2264,374,242,5822,1201,584534
National,X,2011,39,1.07583,1.10846,2248,1253,X,2514,449,244,6708,1213,605162
National,X,2011,40,1.16092,1.20345,3106,1765,X,3485,632,377,9365,1850,778182
National,X,2011,41,1.19785,1.23777,3317,1777,X,3667,672,370,9803,1883,791987
National,X,2011,42,1.27926,1.25259,3324,1763,X,3837,655,379,9958,1905,794995
National,X,2011,43,1.29194,1.30546,3453,1773,X,4035,657,380,10298,1900,788840
National,X,2011,44,1.42824,1.45295,3634,1957,X,4658,760,387,11396,1925,784334
National,X,2011,45,1.39803,1.44089,3949,2072,X,4348,671,456,11496,1946,797839
National,X,2011,46,1.45831,1.46221,3923,2166,X,4361,797,474,11721,1900,801594
National,X,2011,47,1.56548,1.65573,4125,1803,X,3340,679,430,10377,1918,626731
National,X,2011,48,1.34313,1.46606,4237,2059,X,3955,815,413,11479,1904,782984
National,X,2011,49,1.48139,1.51811,3995,1938,X,4040,772,442,11187,1898,736905
National,X,2011,50,1.63398,1.66429,4579,2077,X,4097,838,546,12137,1872,729258
National,X,2011,51,1.83126,1.85274,5016,2068,X,3535,818,521,11958,1851,645424
National,X,2011,52,2.10451,2.12413,5243,2315,X,3184,946,668,12356,1821,581697
National,X,2012,1,1.73625,1.76709,4514,2342,X,3393,1028,715,11992,1891,678631
National,X,2012,2,1.55066,1.5434,4059,2319,X,3636,918,611,11543,1883,747894
National,X,2012,3,1.62891,1.64762,4364,2247,X,4030,800,498,11939,1887,724623
National,X,2012,4,1.76038,1.6843,4766,2303,X,4802,825,513,13209,1891,784244
National,X,2012,5,1.92728,1.86354,5218,2415,X,5336,915,564,14448,1885,775298
National,X,2012,6,1.91994,1.86408,5028,2582,X,5555,894,565,14624,1875,784516
National,X,2012,7,2.09951,2.01839,5277,2937,X,5994,1054,667,15929,1884,789193
National,X,2012,8,2.23973,2.10385,5246,3009,X,5990,1131,761,16137,1853,767022
National,X,2012,9,2.21921,2.09555,5219,3141,X,6239,1153,766,16518,1826,788242
National,X,2012,10,2.16693,2.10398,4811,2832,X,6493,998,629,15763,1816,749198
National,X,2012,11,2.38913,2.2941,5175,3321,X,6768,1185,701,17150,1819,747570
National,X,2012,12,1.96466,1.92223,4422,2822,X,5683,988,609,14524,1780,755579
National,X,2012,13,1.84229,1.74239,3807,2485,X,5256,920,549,13017,1753,747079
National,X,2012,14,1.68674,1.67601,3582,2306,X,4631,839,572,11930,1729,711808
National,X,2012,15,1.53136,1.49637,3253,2109,X,4059,767,544,10732,1707,717202
National,X,2012,16,1.37912,1.38202,3001,1990,X,4020,719,393,10123,1699,732480
National,X,2012,17,1.29515,1.28926,2638,1831,X,3802,664,435,9370,1675,726772
National,X,2012,18,1.39521,1.35803,2509,1728,X,3671,636,455,8999,1564,662649
National,X,2012,19,1.32522,1.30833,2524,1559,X,3468,606,419,8576,1546,655492
National,X,2012,20,1.23059,1.26692,2465,1547,X,3087,588,375,8062,1503,636347
National,X,2012,21,1.23028,1.27731,2545,1461,X,3011,483,378,7878,1415,616765
National,X,2012,22,1.26877,1.2991,2480,1276,X,2601,446,350,7153,1409,550614
National,X,2012,23,1.10782,1.16297,2336,1281,X,2352,458,338,6765,1365,581700
National,X,2012,24,1.09559,1.08612,2231,1150,X,2024,428,300,6133,1289,564670
National,X,2012,25,1.11031,1.0568,2259,1119,X,1974,411,285,6048,1295,572296
National,X,2012,26,1.10616,1.07871,2168,1058,X,1850,422,288,5786,1260,536380
National,X,2012,27,1.10816,1.04662,1911,1013,X,1706,388,273,5291,1271,505533
National,X,2012,28,0.999444,0.928152,1913,964,X,1751,337,220,5185,1240,558637
National,X,2012,29,0.924199,0.901936,1818,914,X,1640,318,241,4931,1223,546713
National,X,2012,30,0.949257,0.915356,1752,975,X,1721,372,283,5103,1250,557488
National,X,2012,31,0.978903,0.952548,1728,1050,X,1706,408,267,5159,1240,541600
National,X,2012,32,0.925024,0.916661,1660,989,X,1718,375,284,5026,1248,548294
National,X,2012,33,0.848456,0.901787,1721,986,X,1755,357,232,5051,1238,560110
National,X,2012,34,1.04451,1.03315,2098,1194,X,2128,425,296,6141,1238,594395
National,X,2012,35,1.0986,1.05238,1958,1305,X,2335,443,277,6318,1238,600354
National,X,2012,36,1.22071,1.12713,1886,1317,X,2294,481,318,6296,1242,558585
National,X,2012,37,1.24976,1.1866,2176,1408,X,2870,513,415,7382,1252,622114
National,X,2012,38,1.22892,1.21415,2295,1530,X,2972,511,348,7656,1268,630563
National,X,2012,39,1.29393,1.25198,2421,1546,X,2867,575,398,7807,1248,623572
National,X,2012,40,1.23034,1.20559,2773,1814,X,3691,702,415,9395,1932,779285
National,X,2012,41,1.3278,1.31929,2960,1957,X,4007,745,489,10158,1940,769959
National,X,2012,42,1.33995,1.32737,3202,1902,X,4233,760,488,10585,1968,797444
National,X,2012,43,1.37842,1.36688,3346,2012,X,4268,771,516,10913,1958,798388
National,X,2012,44,1.50085,1.50535,3326,2032,X,4422,797,484,11061,1929,734781
National,X,2012,45,1.65163,1.61273,3733,2330,X,5145,925,541,12674,1974,785871
National,X,2012,46,1.76746,1.75208,4034,2569,X,5526,897,597,13623,1966,777534
National,X,2012,47,2.30609,2.33365,4651,2824,X,5387,1105,683,14650,1968,627772
National,X,2012,48,2.16352,2.22697,5102,3950,X,7018,1498,953,18521,2005,831670
National,X,2012,49,2.83038,2.97657,6486,4672,X,10857,1791,1071,24877,2006,835762
National,X,2012,50,3.43761,3.62552,7446,5692,X,12945,2087,1262,29432,1977,811800
National,X,2012,51,4.30554,4.5532,8546,7437,X,13971,2730,1648,34332,1908,754019
National,X,2012,52,6.06082,6.02598,9709,9295,X,11391,3639,2554,36588,1905,607171
National,X,2013,1,4.64931,4.96368,8444,9679,X,9108,4080,2792,34103,1982,687051
National,X,2013,2,4.32584,4.69072,8297,10877,X,13424,4502,2796,39896,1995,850531
National,X,2013,3,4.51113,4.70473,8633,8977,X,15992,3523,2316,39441,2008,838326
National,X,2013,4,4.2171,4.1646,7441,7021,X,13439,2760,1765,32426,1978,778610
National,X,2013,5,3.78956,3.69533,6609,6421,X,12653,2551,1574,29808,1963,806640
National,X,2013,6,3.29206,3.2363,5757,5236,X,10816,1971,1207,24987,1931,772086
National,X,2013,7,3.0197,2.89421,5289,4698,X,9395,1894,1045,22321,1926,771229
National,X,2013,8,2.71499,2.71742,5099,4357,X,8415,1625,1023,20519,1940,755092
National,X,2013,9,2.4845,2.52297,4633,4030,X,7981,1619,968,19231,1893,762238
National,X,2013,10,2.57808,2.55227,4791,3935,X,7709,1536,858,18829,1884,737736
National,X,2013,11,2.39237,2.43225,4480,3606,X,7065,1352,889,17392,1846,715059
National,X,2013,12,2.06778,2.10851,3957,3191,X,6095,1270,741,15254,1825,723449
National,X,2013,13,1.90281,1.94725,3830,2924,X,5204,1124,632,13714,1811,704276
National,X,2013,14,1.65902,1.74859,3516,2677,X,4299,1106,675,12273,1769,701881
National,X,2013,15,1.43006,1.49713,3110,2219,X,3929,957,603,10818,1742,722583
National,X,2013,16,1.27757,1.32313,2707,1757,X,3509,724,491,9188,1732,694415
National,X,2013,17,1.19009,1.22647,2588,1630,X,3364,582,425,8589,1711,700300
National,X,2013,18,1.09556,1.19614,2439,1470,X,3142,565,370,7986,1675,667648
National,X,2013,19,1.08589,1.19049,2422,1474,X,2877,570,361,7704,1630,647130
National,X,2013,20,1.07343,1.17426,2431,1345,X,2583,565,393,7317,1582,623114
National,X,2013,21,1.01677,1.13342,2230,1279,X,2219,493,368,6589,1489,581338
National,X,2013,22,1.04847,1.14306,2109,1147,X,2094,483,357,6190,1486,541528
National,X,2013,23,0.920349,1.00881,1983,1086,X,1779,460,330,5638,1421,558875
National,X,2013,24,0.920779,1.02358,1969,1112,X,1713,468,277,5539,1419,541138
National,X,2013,25,0.904333,1.00138,1877,1040,X,1766,489,302,5474,1405,546643
National,X,2013,26,0.83057,0.909498,1703,947,X,1581,399,285,4915,1389,540408
National,X,2013,27,0.862837,0.950042,1594,851,X,1489,321,251,4506,1357,474295
National,X,2013,28,0.732182,0.829299,1576,862,X,1491,362,219,4510,1362,543833
National,X,2013,29,0.724558,0.802109,1432,849,X,1405,315,185,4186,1341,521874
National,X,2013,30,0.740848,0.806333,1416,800,X,1464,332,221,4233,1325,524969
National,X,2013,31,0.726037,0.796937,1216,852,X,1284,350,184,3886,1290,487617
National,X,2013,32,0.755639,0.779136,1367,870,X,1338,302,198,4075,1299,523015
National,X,2013,33,0.761847,0.797653,1364,919,X,1366,331,188,4168,1276,522533
National,X,2013,34,0.779896,0.825485,1331,892,X,1561,301,232,4317,1265,522965
National,X,2013,35,0.899138,0.935469,1499,1014,X,1814,410,316,5053,1260,540157
National,X,2013,36,0.999524,1.04345,1681,1137,X,2035,462,311,5626,1317,539175
National,X,2013,37,1.0558,1.09107,1926,1217,X,2437,440,354,6374,1307,584196
National,X,2013,38,1.0967,1.20108,2175,1350,X,2683,537,365,7110,1290,591969
National,X,2013,39,1.24709,1.26179,2393,1500,X,2963,648,459,7963,1364,631088
National,X,2013,40,1.15746,1.13249,2974,1840,X,3769,638,456,9677,1960,854487
National,X,2013,41,1.27184,1.21121,3276,1924,X,3925,762,533,10420,1990,860298
National,X,2013,42,1.31623,1.25682,3483,2010,X,3880,785,500,10658,2018,848016
National,X,2013,43,1.37444,1.37097,3930,2292,X,4484,816,514,12036,2027,877917
National,X,2013,44,1.46781,1.42956,4045,2354,X,4642,930,531,12502,2028,874537
National,X,2013,45,1.5834,1.53588,4434,2511,X,5062,953,538,13498,2017,878845
National,X,2013,46,1.60253,1.60267,4643,2716,X,5000,990,578,13927,2054,868987
National,X,2013,47,1.72344,1.73267,4835,3088,X,5579,1083,583,15168,2012,875411
National,X,2013,48,2.11056,2.09839,4937,3027,X,4313,1059,639,13975,2043,665986
National,X,2013,49,2.1708,2.21374,5549,4375,X,6579,1552,865,18920,2055,854664
National,X,2013,50,2.36971,2.41674,5501,4458,X,7046,1591,802,19398,2054,802651
National,X,2013,51,3.15997,3.03071,6555,6525,X,8406,2272,939,24697,2009,814891
National,X,2013,52,4.59053,4.38724,7814,7499,X,7485,2874,1316,26988,2007,615148
National,X,2014,1,4.28195,4.2112,7488,9135,X,6726,3555,1750,28654,2033,680424
National,X,2014,2,3.56288,3.46492,6233,8846,X,7881,3565,1622,28147,2059,812343
National,X,2014,3,3.36378,3.31698,6007,8091,X,9517,3149,1606,28370,2049,855297
National,X,2014,4,3.39659,3.2407,5878,6818,X,8858,2616,1332,25502,2062,786928
National,X,2014,5,3.11922,2.88598,5133,6031,X,8714,2403,1203,23484,2051,813726
National,X,2014,6,2.83572,2.62172,4729,5278,X,7711,2242,1125,21085,2051,804244
National,X,2014,7,2.48484,2.34067,4210,4470,X,6717,1829,969,18195,2018,777340
National,X,2014,8,2.2741,2.12059,4250,4306,X,6121,1684,873,17234,2025,812700
National,X,2014,9,2.07244,1.91094,3953,3691,X,5875,1505,890,15914,1978,832786
National,X,2014,10,1.98207,1.9023,3775,3472,X,5575,1430,792,15044,1944,790831
National,X,2014,11,1.82441,1.76619,3616,3210,X,5022,1360,816,14024,1904,794024
National,X,2014,12,1.82036,1.85791,3798,3285,X,5611,1422,810,14926,1922,803374
National,X,2014,13,1.75391,1.82094,3523,3256,X,5812,1298,772,14661,1887,805133
National,X,2014,14,1.74542,1.83453,3582,3153,X,5659,1436,807,14637,1866,797863
National,X,2014,15,1.67236,1.75446,3574,2943,X,5587,1316,786,14206,1845,809707
National,X,2014,16,1.51659,1.51636,3130,2516,X,4279,1088,710,11723,1810,773101
National,X,2014,17,1.44778,1.40334,2846,2504,X,3770,1036,658,10814,1771,770592
National,X,2014,18,1.29028,1.2593,2501,2084,X,3591,913,559,9648,1746,766139
National,X,2014,19,1.37388,1.32482,2789,2009,X,3615,834,528,9775,1714,737834
National,X,2014,20,1.34208,1.27576,2544,1876,X,3256,825,532,9033,1660,708049
National,X,2014,21,1.34563,1.29483,2733,1742,X,3068,771,483,8797,1570,679395
National,X,2014,22,1.21291,1.2261,2528,1542,X,2459,625,504,7658,1554,624582
National,X,2014,23,1.19291,1.14538,2383,1492,X,2349,607,398,7229,1461,631143
National,X,2014,24,1.14146,1.0678,2227,1413,X,2181,561,401,6783,1461,635233
National,X,2014,25,1.06503,1.07269,2159,1285,X,2009,528,388,6369,1392,593740
National,X,2014,26,1.12669,1.01298,2049,1235,X,1917,509,328,6038,1411,596063
National,X,2014,27,0.947353,0.994705,1865,1075,X,1688,416,308,5352,1388,538049
National,X,2014,28,0.944187,0.880862,1758,1122,X,1623,441,351,5295,1394,601116
National,X,2014,29,0.934822,0.858173,1582,1116,X,1621,403,361,5083,1376,592305
National,X,2014,30,0.81736,0.805152,1455,1128,X,1450,398,334,4765,1372,591814
National,X,2014,31,0.852792,0.818781,1450,1094,X,1655,417,326,4942,1378,603580
National,X,2014,32,0.746994,0.783735,1460,1074,X,1528,409,273,4744,1382,605307
National,X,2014,33,0.761098,0.848703,1528,1107,X,1631,403,311,4980,1369,586778
National,X,2014,34,0.767627,0.834146,1569,1196,X,1813,412,315,5305,1371,635980
National,X,2014,35,0.862176,0.905981,1684,1223,X,2184,401,307,5799,1353,640080
National,X,2014,36,0.984907,1.04506,1753,1284,X,2258,453,302,6050,1352,578913
National,X,2014,37,1.16287,1.16816,2300,1550,X,3316,568,396,8130,1401,695966
National,X,2014,38,1.22731,1.27649,2535,1705,X,3650,605,393,8888,1405,696282
National,X,2014,39,1.2071,1.29758,2522,1820,X,3447,657,428,8874,1407,683887
National,X,2014,40,1.18239,1.22372,2985,2056,X,4078,725,530,10374,1988,847743
National,X,2014,41,1.34652,1.3478,3125,2209,X,4534,866,563,11297,2010,838183
National,X,2014,42,1.39053,1.42392,3483,2377,X,4805,880,581,12126,2045,851592
National,X,2014,43,1.44945,1.43585,3486,2520,X,5027,906,535,12474,2055,868755
National,X,2014,44,1.44431,1.44871,3652,2316,X,5172,815,535,12490,2097,862144
National,X,2014,45,1.65108,1.62794,4303,2421,X,5878,889,611,14102,2098,866246
National,X,2014,46,1.64689,1.66084,4433,2332,X,5836,916,592,14109,2028,849511
National,X,2014,47,2.09086,2.03063,4765,3025,X,7449,1078,650,16967,2090,835555
National,X,2014,48,2.58978,2.65643,5468,3401,X,6964,1188,890,17911,2100,674251
National,X,2014,49,2.57981,2.63149,6206,4765,X,9220,1812,1244,23247,2133,883417
National,X,2014,50,3.65962,3.45305,7455,5429,X,13259,2012,1472,29627,2104,857996
National,X,2014,51,4.96847,4.50079,9311,7066,X,16573,2725,2125,37800,2049,839853
National,X,2014,52,5.99638,6.11819,10383,9019,X,13994,3729,3539,40664,2010,664641
National,X,2014,53,5.51403,5.33711,9771,9477,X,9502,4342,4146,37238,2016,697718
National,X,2015,1,4.23597,4.09049,7183,8229,X,9709,3673,3076,31870,1990,779124
National,X,2015,2,4.25906,3.97007,7078,7115,X,12121,2953,2346,31613,1998,796284
National,X,2015,3,4.25894,4.16348,7869,6616,X,14107,2996,2042,33630,1992,807737
National,X,2015,4,3.96436,3.87995,7148,5971,X,13289,2609,1926,30943,1980,797511
National,X,2015,5,3.62255,3.45752,6683,5511,X,12252,2428,1689,28563,1980,826112
National,X,2015,6,3.25951,3.07142,6449,5022,X,10450,2114,1542,25577,1948,832742
National,X,2015,7,2.97443,2.86241,5575,4423,X,8271,1895,1305,21469,1936,750032
National,X,2015,8,2.57971,2.38197,4861,4172,X,7391,1803,1285,19512,1968,819154
National,X,2015,9,2.51744,2.36643,4659,4036,X,7265,1733,1095,18788,1935,793940
National,X,2015,10,2.40365,2.24152,4742,3776,X,6832,1704,1089,18143,1927,809407
National,X,2015,11,2.20952,2.10069,4584,3576,X,6188,1617,1023,16988,1904,808688
National,X,2015,12,2.08501,2.04023,4436,3389,X,6126,1519,955,16425,1866,805058
National,X,2015,13,1.99699,1.96781,4207,3050,X,5730,1350,916,15253,1838,775126
National,X,2015,14,1.75992,1.77159,3925,2992,X,4728,1440,903,13988,1839,789571
National,X,2015,15,1.58133,1.53301,3470,2535,X,4309,1203,794,12311,1830,803059
National,X,2015,16,1.40304,1.45004,3200,2100,X,4055,995,671,11021,1789,760046
National,X,2015,17,1.49285,1.47939,3222,2190,X,4368,910,621,11311,1775,764572
National,X,2015,18,1.42422,1.45612,3139,2163,X,4171,866,607,10946,1759,751726
National,X,2015,19,1.38085,1.37686,2819,1876,X,3734,837,625,9891,1711,718374
National,X,2015,20,1.29095,1.35864,2802,1841,X,3390,768,488,9289,1645,683700
National,X,2015,21,1.2689,1.32292,2611,1557,X,2834,684,514,8200,1611,619839
National,X,2015,22,1.23618,1.17496,2235,1440,X,2463,617,472,7227,1539,615084
National,X,2015,23,1.10196,1.1445,2125,1424,X,2409,611,465,7034,1485,614592
National,X,2015,24,0.991186,1.00715,1748,1266,X,2158,517,419,6108,1489,606462
National,X,2015,25,0.986438,1.03642,1912,1258,X,2032,522,446,6170,1476,595316
National,X,2015,26,0.986662,1.01623,1692,1143,X,1781,453,386,5455,1445,536787
National,X,2015,27,0.903832,0.897493,1561,1156,X,1761,471,380,5329,1457,593765
National,X,2015,28,0.847875,0.857995,1505,1109,X,1698,428,342,5082,1448,592311
National,X,2015,29,0.7889,0.837546,1426,1106,X,1600,445,331,4908,1439,585998
National,X,2015,30,0.784654,0.840539,1424,1083,X,1540,448,303,4798,1386,570824
National,X,2015,31,0.786636,0.85527,1413,1110,X,1688,441,330,4982,1398,582506
National,X,2015,32,0.837102,0.850177,1342,1142,X,1770,421,296,4971,1374,584702
National,X,2015,33,0.85255,0.88041,1454,1211,X,1916,462,366,5409,1390,614373
National,X,2015,34,0.855974,0.916136,1686,1213,X,2111,450,362,5822,1388,635495
National,X,2015,35,0.910364,0.996053,1653,1327,X,2420,510,330,6240,1386,626473
National,X,2015,36,0.95371,1.07391,1729,1398,X,2310,499,345,6281,1381,584872
National,X,2015,37,1.07347,1.13321,2021,1506,X,2897,587,409,7420,1401,654777
National,X,2015,38,1.13914,1.23336,2200,1668,X,3121,663,447,8099,1396,656663
National,X,2015,39,1.14961,1.24307,2207,1830,X,2936,720,428,8121,1361,653303
National,X,2015,40,1.26089,1.26206,2809,2021,X,3680,880,616,10006,1947,792830
National,X,2015,41,1.32913,1.32618,2948,2063,X,3917,897,670,10495,1958,791369
National,X,2015,42,1.38321,1.40797,3193,2324,X,4278,941,641,11377,1974,808040
National,X,2015,43,1.37724,1.3646,3072,2230,X,4076,916,684,10978,1980,804483
National,X,2015,44,1.46402,1.47511,3524,2421,X,4691,923,688,12247,2030,830244
National,X,2015,45,1.52277,1.5379,3651,2471,X,4633,925,734,12414,1999,807205
National,X,2015,46,1.61414,1.6116,3841,2614,X,4958,1006,755,13174,1998,817449
National,X,2015,47,1.91245,1.90674,3877,2389,X,3974,969,698,11907,1971,624469
National,X,2015,48,1.72391,1.74719,4348,2978,X,4978,1219,815,14338,2005,820634
National,X,2015,49,1.81253,1.81832,4458,2844,X,5146,1222,864,14534,1982,799308
National,X,2015,50,1.91614,1.97805,4963,2920,X,4952,1239,925,14999,1954,758272
National,X,2015,51,2.37195,2.42853,5214,2849,X,4180,1236,989,14468,1937,595751
National,X,2015,52,2.50861,2.42768,5560,3226,X,3886,1498,1161,15331,1902,631507
National,X,2016,1,1.98796,1.99973,4599,3519,X,4317,1596,1140,15171,1942,758653
National,X,2016,2,2.06753,2.00197,4360,3099,X,5187,1350,993,14989,1935,748712
National,X,2016,3,2.17163,2.11656,4515,3115,X,5108,1252,929,14919,1911,704871
National,X,2016,4,2.28831,2.17875,4739,3482,X,6391,1468,962,17042,1910,782192
National,X,2016,5,2.47614,2.35103,4721,3521,X,6544,1525,1018,17329,1788,737082
National,X,2016,6,3.06689,2.78254,4749,3954,X,6605,1623,981,17912,1569,643728
